,name,code
976,경동도시가스,267290.KS
977,경방,000050.KS
978,광동제약,009290.KS
979,광주신세계,037710.KS
980,국도화학,007690.KS
981,금비,008870.KS
982,금호타이어,073240.KS
983,기아자동차,000270.KS
984,넷마블,251270.KS
985,대림산업,000210.KS
986,대림통상,006570.KS
987,대신증권,003540.KS
988,대웅,003090.KS
989,대원강업,000430.KS
990,대원전선,006340.KS
991,대원화성,024890.KS
992,대유에이텍,002880.KS
993,동부건설,005960.KS
994,동북아12호선박투자,083370.KS
995,동성제약,002210.KS
996,동양고속,084670.KS
997,동양철관,008970.KS
998,동원수산,030720.KS
999,롯데쇼핑,023530.KS
1000,롯데지주,004990.KS
1001,메리츠화재,000060.KS
1002,미원에스씨,268280.KS
1003,부산산업,011390.KS
1004,삼광글라스,005090.KS
1005,삼성엔지니어링,028050.KS
1006,삼익악기,002450.KS
1007,삼천리,004690.KS
1008,서울식품공업,004410.KS
1009,성창기업지주,000180.KS
1010,세종공업,033530.KS
1011,세하,027970.KS
1012,시디즈,134790.KS
1013,신도리코,029530.KS
1014,쌍용자동차,003620.KS
1015,쎌마테라퓨틱스,015540.KS
1016,씨아이테크,004920.KS
1017,아모레퍼시픽그룹,002790.KS
1018,아시아나IDT,267850.KS
1019,알루코,001780.KS
1020,에스제이엠홀딩스,025530.KS
1021,엔에스쇼핑,138250.KS
1022,오뚜기,007310.KS
1023,유양디앤유,011690.KS
1024,이리츠코크렙,088260.KS
1025,이수페타시스,007660.KS
1026,이아이디,093230.KS
1027,인디에프,014990.KS
1028,일진홀딩스,015860.KS
1029,자이에스앤디,317400.KS
1030,자화전자,033240.KS
1031,전방,000950.KS
1032,제이준코스메틱,025620.KS
1033,제이콘텐트리,036420.KS
1034,제일기획,030000.KS
1035,지투알,035000.KS
1036,진양폴리우레탄,010640.KS
1037,콤텍시스템,031820.KS
1038,태경비케이,014580.KS
1039,티웨이항공,091810.KS
1040,퍼스텍,010820.KS
1041,포스코인터내셔널,047050.KS
1042,하이골드3호,153360.KS
1043,한국ANKOR유전,152550.KS
1044,한국내화,010040.KS
1045,한국주철관공업,000970.KS
1046,한국콜마,161890.KS
1047,한국화장품,123690.KS
1048,한라,014790.KS
1049,한미반도체,042700.KS
1050,한섬,020000.KS
1051,한세실업,105630.KS
1052,한솔홈데코,025750.KS
1053,한올바이오파마,009420.KS
1054,핸즈코퍼레이션,143210.KS
1055,현대오토에버,307950.KS
1056,화인베스틸,133820.KS
1057,화천기계,010660.KS
1058,효성첨단소재,298050.KS
1059,후성,093370.KS
1060,휴스틸,005010.KS
1061,흥아해운,003280.KS
1062,LG생명과학,068870.KS
1063,LG석유화학,012990.KS
1064,SK,003600.KS
1065,거북선3호,102000.KS
1066,거북선5호,114130.KS
1067,고합,004460.KS
1068,공영토건,001700.KS
1069,광덕물산,003590.KS
1070,금강화섬,010730.KS
1071,남양,003020.KS
1072,넥상스코리아,003050.KS
1073,넥솔론,110570.KS
1074,대도상사,028500.KS
1075,대동은행,021600.KS
1076,대미실업,015090.KS
1077,대성합동지주,005620.KS
1078,대우실업,029040.KS
1079,대한석유지주,029210.KS
1080,대한은박지,007480.KS
1081,대한중석,000160.KS
1082,동국방직,011180.KS
1083,동방개발,012150.KS
1084,동부산업,003970.KS
1085,동부화학,008950.KS
1086,동북아6호,080410.KS
1087,동성반도체,016070.KS
1088,동아건설,000280.KS
1089,동양정밀,001100.KS
1090,디와이홀딩스,004510.KS
1091,리얼티코리아제1호,072450.KS
1092,메디슨,018360.KS
1093,바로크,017120.KS
1094,박현주3호,034200.KS
1095,반도스포츠,028480.KS
1096,배명금속,011800.KS
1097,삼애인더스,009330.KS
1098,세방해운,029160.KS
1099,신동양건설,028390.KS
1100,씨크롭,016970.KS
1101,아시아10호,083570.KS
1102,영남종금,024960.KS
1103,오라바이오틱스,016160.KS
1104,요업개발,006900.KS
1105,우리스팩1호,122750.KS
1106,우생,028570.KS
1107,유성티에스아이,024870.KS
1108,일신제강,028340.KS
1109,일은증권,008530.KS
1110,제로원인터랙티브,069470.KS
1111,진도물산,006240.KS
1112,진로식품,004730.KS
1113,충청은행,005510.KS
1114,케이비물산,008540.KS
1115,케이비부국위탁리츠,149130.KS
1116,코리아05호,093400.KS
1117,코리아06호,093410.KS
1118,코오롱인터내셔널,063510.KS
1119,코크렙15호,121550.KS
1120,코크렙7호,086720.KS
1121,태일정밀,017320.KS
1122,태창기업,007490.KS
1123,태평양건설,028460.KS
1124,태화,000510.KS
1125,팬택자산관리,025930.KS
1126,하나IB,003330.KS
1127,하나은행_피흡수,007360.KS
1128,한국아태특별,098150.KS
1129,한진해운,117930.KS
1130,해태유업,003900.KS
1131,호남식품,007100.KS
1132,AK홀딩스,006840.KS
1133,BGF,027410.KS
1134,BNK금융지주,138930.KS
1135,DB하이텍,000990.KS
1136,HSD엔진,082740.KS
1137,KG케미칼,001390.KS
1138,KTB투자증권,030210.KS
1139,KTcs,058850.KS
1140,LG생활건강,051900.KS
1141,NICE,034310.KS
1142,SIMPAC,009160.KS
1143,SK가스,018670.KS
1144,SK디앤디,210980.KS
1145,SK렌터카,068400.KS
1146,STX엔진,077970.KS
1147,STX중공업,071970.KS
1148,TCC스틸,002710.KS
1149,가온전선,000500.KS
1150,경보제약,214390.KS
1151,계양전기,012200.KS
1152,고려산업,002140.KS
1153,광전자,017900.KS
1154,넥센,005720.KS
1155,넥스트사이언스,003580.KS
1156,농심,004370.KS
1157,다우기술,023590.KS
1158,대림씨엔에스,004440.KS
1159,대성산업,128820.KS
1160,대유플러스,000300.KS
1161,대한전선,001440.KS
1162,대한제분,001130.KS
1163,대한항공,003490.KS
1164,대한화섬,003830.KS
1165,동남합성,023450.KS
1166,동방,004140.KS
1167,동아타이어,282690.KS
1168,동양피스톤,092780.KS
1169,동원시스템즈,014820.KS
1170,디와이파워,210540.KS
1171,롯데리츠,330590.KS
1172,메리츠금융지주,138040.KS
1173,무림P&P,009580.KS
1174,미원상사,002840.KS
1175,방림,003610.KS
1176,보령제약,003850.KS
1177,사조오양,006090.KS
1178,삼아알미늄,006110.KS
1179,삼양사,145990.KS
1180,삼호개발,010960.KS
1181,삼화전자공업,011230.KS
1182,삼화페인트공업,000390.KS
1183,성문전자,014910.KS
1184,세아베스틸,001430.KS
1185,세아제강지주,003030.KS
1186,세화아이엠씨,145210.KS
1187,쌍방울,102280.KS
1188,쌍용양회공업,003410.KS
1189,아남전자,008700.KS
1190,아세아제지,002310.KS
1191,에스엘,005850.KS
1192,에쓰씨엔지니어링,023960.KS
1193,에어부산,298690.KS
1194,엔케이물산,009810.KS
1195,영원무역,111770.KS
1196,영흥,012160.KS
1197,오리엔트바이오,002630.KS
1198,오리온홀딩스,001800.KS
1199,용평리조트,070960.KS
1200,웅진,016880.KS
1201,유니퀘스트,077500.KS
1202,일동제약,249420.KS
1203,일신석재,007110.KS
1204,일양약품,007570.KS
1205,주연테크,044380.KS
1206,지코,010580.KS
1207,진양산업,003780.KS
1208,케이비아이동국실업,001620.KS
1209,케이씨,029460.KS
1210,케이티스카이라이프,053210.KS
1211,코오롱,002020.KS
1212,키움증권,039490.KS
1213,평화홀딩스,010770.KS
1214,풀무원,017810.KS
1215,하나니켈2호,099350.KS
1216,하이트진로홀딩스,000140.KS
1217,한국단자공업,025540.KS
1218,한국쉘석유,002960.KS
1219,한국조선해양,009540.KS
1220,한국카본,017960.KS
1221,한국특수형강,007280.KS
1222,한농화성,011500.KS
1223,한신공영,004960.KS
1224,한익스프레스,014130.KS
1225,한전기술,052690.KS
1226,한진칼,180640.KS
1227,한화투자증권,003530.KS
1228,현대글로비스,086280.KS
1229,화승알앤에이,013520.KS
1230,효성티앤씨,298020.KS
1231,C&중공업,008400.KS
1232,FNC코오롱,001370.KS
1233,LG데이콤,015940.KS
1234,갑을방적,011290.KS
1235,고려원양어업,028330.KS
1236,고려종금,017110.KS
1237,골든경매일호,084160.KS
1238,광주은행,192530.KS
1239,광주은행,005770.KS
1240,극동전선,006250.KS
1241,극동제혁,010200.KS
1242,글로스텍,012410.KS
1243,금성부품,028470.KS
1244,기아차판매,007170.KS
1245,남선물산,005000.KS
1246,논노,015780.KS
1247,대농건설,029200.KS
1248,대상교역,006790.KS
1249,대양상호신용금고,013250.KS
1250,대우,003810.KS
1251,대우증권스팩,121910.KS
1252,도레이케미칼,008000.KS
1253,동남은행,021610.KS
1254,동북아10호선박투자,083350.KS
1255,동북아1호,078420.KS
1256,동북아2호,080030.KS
1257,동북아31호,093730.KS
1258,동북아3호,080960.KS
1259,두산식품,001610.KS
1260,라미화장품,010330.KS
1261,베네데스하이텍,009360.KS
1262,삼양타이어,029180.KS
1263,선진금속,018570.KS
1264,셀런,013240.KS
1265,스탠다드차타드은행,000110.KS
1266,신광산업,005410.KS
1267,신세계톰보이,012580.KS
1268,신일건업,014350.KS
1269,신화,016640.KS
1270,씨앤상선,000790.KS
1271,씨앤우방,013200.KS
1272,아시아3호,081200.KS
1273,아시아4호,081210.KS
1274,아시아9호,081940.KS
1275,엠피챌린지,035340.KS
1276,옥전산업,028960.KS
1277,옥포기업,029010.KS
1278,옵티멈전환일,038270.KS
1279,우리증권,001280.KS
1280,위너스인프라인,005760.KS
1281,유레스메리츠제1호,073470.KS
1282,유성,002340.KS
1283,중국원양자원,900050.KS
1284,중앙건설,015110.KS
1285,청솔종금,015080.KS
1286,코오롱종합전기,029220.KS
1287,포스코플랜텍,051310.KS
1288,피앤텍,013820.KS
1289,하이콘테그,000310.KS
1290,한국안전유리,018550.KS
1291,한국유전15-1,093820.KS
1292,한일건설,006440.KS
1293,한일약품공업,003040.KS
1294,항도종금,014980.KS
1295,해동금고,007420.KS
1296,해외섬유,028900.KS
1297,현대오토넷,042100.KS
1298,현대종금,011880.KS
1299,BYC,001460.KS
1300,JB금융지주,175330.KS
1301,LS네트웍스,000680.KS
1302,SK,034730.KS
1303,SK디스커버리,006120.KS
1304,SK케미칼,285130.KS
1305,YG PLUS,037270.KS
1306,강남제비스코,000860.KS
1307,경동나비엔,009450.KS
1308,광명전기,017040.KS
1309,그린케미칼,083420.KS
1310,금호석유화학,011780.KS
1311,깨끗한나라,004540.KS
1312,남광토건,001260.KS
1313,노루홀딩스,000320.KS
1314,대동공업,000490.KS
1315,대상홀딩스,084690.KS
1316,대성에너지,117580.KS
1317,대우부품,009320.KS
1318,대창단조,015230.KS
1319,도화엔지니어링,002150.KS
1320,동성화학,005190.KS
1321,동아에스티,170900.KS
1322,동아지질,028100.KS
1323,동양물산기업,002900.KS
1324,동일산업,004890.KS
1325,동일제강,002690.KS
1326,두올,016740.KS
1327,롯데푸드,002270.KS
1328,롯데하이마트,071840.KS
1329,모나리자,012690.KS
1330,무림페이퍼,009200.KS
1331,미래산업,025560.KS
1332,미래에셋대우,006800.KS
1333,보해양조,000890.KS
1334,삼화콘덴서공업,001820.KS
1335,상신브레이크,041650.KS
1336,서울도시가스,017390.KS
1337,성안,011300.KS
1338,신대양제지,016590.KS
1339,신흥,004080.KS
1340,씨에스윈드,112610.KS
1341,아시아나항공,020560.KS
1342,애경유화,161000.KS
1343,에이프로젠제약,003060.KS
1344,영풍제지,006740.KS
1345,우리들제약,004720.KS
1346,우리종금,010050.KS
1347,우진아이엔에스,010400.KS
1348,웅진씽크빅,095720.KS
1349,유수홀딩스,000700.KS
1350,유엔젤,072130.KS
1351,율촌화학,008730.KS
1352,이노션,214320.KS
1353,이화산업,000760.KS
1354,인팩,023810.KS
1355,일신방직,003200.KS
1356,일진디스플,020760.KS
1357,제주은행,006220.KS
1358,진양홀딩스,100250.KS
1359,천일고속,000650.KS
1360,체시스,033250.KS
1361,카프로,006380.KS
1362,케이티앤지,033780.KS
1363,코스맥스,192820.KS
1364,키다리스튜디오,020120.KS
1365,풍산,103140.KS
1366,하나금융지주,086790.KS
1367,하나니켈1호,099340.KS
1368,하이골드12호,172580.KS
1369,하이골드8호,159650.KS
1370,한국가스공사,036460.KS
1371,한국전력공사,015760.KS
1372,한국항공우주,047810.KS
1373,한성기업,003680.KS
1374,한세예스24홀딩스,016450.KS
1375,한일홀딩스,003300.KS
1376,한창,005110.KS
1377,한화손해보험,000370.KS
1378,현대그린푸드,005440.KS
1379,현대로템,064350.KS
1380,현대미포조선,010620.KS
1381,현대백화점,069960.KS
1382,현대약품,004310.KS
1383,현대일렉트릭,267260.KS
1384,현대종합상사,011760.KS
1385,화신,010690.KS
1386,휴켐스,069260.KS
1387,흥국화재,000540.KS
0,3R,037730.KQ
1,3노드디지탈,900010.KQ
2,KTB드림1,042300.KQ
3,KTB자산배분2,038380.KQ
4,SK1호스팩,207930.KQ
5,SK컴즈,066270.KQ
6,경북금고,008050.KQ
7,경윤하이드로,019120.KQ
8,골든브릿지제2호스팩,206660.KQ
9,교보성공파트너일호펀,034650.KQ
10,교보성공파트너크린앤,035980.KQ
11,국제종합토건,024860.KQ
12,굿라이프10-MF,037510.KQ
13,글로웍스,034600.KQ
14,네이쳐글로벌,088020.KQ
15,넷컴스토리지,037010.KQ
16,뉴젠아이씨티,054150.KQ
17,뉴켐진스템셀,036280.KQ
18,다임알짜2호-MF,051960.KQ
19,단암산업,005650.KQ
20,대백쇼핑,027700.KQ
21,대신증권그로쓰스팩,123550.KQ
22,데코,013650.KQ
23,동방티엔씨,018860.KQ
24,동아일렉콤,011860.KQ
25,동원뮤추얼장보고1호,034470.KQ
26,마이다스코코,040860.KQ
27,맥시스템,036880.KQ
28,모빌탑,085680.KQ
29,무한투자,034510.KQ
30,미래아이티2,040260.KQ
31,미래에셋알바트로스이,035320.KQ
32,미래에셋크린채권형이,036310.KQ
33,미래주식1,047890.KQ
34,미래하이2호,039210.KQ
35,미래하이4,040950.KQ
36,미래한아름2,046820.KQ
37,미주실업,015060.KQ
38,박현주1호,034160.KQ
39,박현주3성장,037770.KQ
40,박현주7성장,038940.KQ
41,베스트플로우,060410.KQ
42,부산방직,025270.KQ
43,비엔디,047940.KQ
44,비엔씨컴퍼니,058370.KQ
45,사라콤,040020.KQ
46,사이노젠,064060.KQ
47,삼능건설,002830.KQ
48,삼성라이프에머랄드일,034320.KQ
49,삼성프라임증권투자회,034270.KQ
50,성보섬유,008430.KQ
51,세븐코스프,017160.KQ
52,세원,013730.KQ
53,세이플러스,049990.KQ
54,스틸플라워,087220.KQ
55,승화프리텍,111610.KQ
56,신텍,099660.KQ
57,신호테크,018910.KQ
58,실크자산2,036650.KQ
59,심스밸리,042470.KQ
60,알루코,021570.KQ
61,알에스넷,046430.KQ
62,에이프로테크놀로지,045470.KQ
63,엘앤피아너스,061140.KQ
64,엠제이비,074150.KQ
65,영일케미컬,001910.KQ
66,우전,052270.KQ
67,원진,005370.KQ
68,유티엑스,045880.KQ
69,이글5호,037190.KQ
70,이랜드리테일,013690.KQ
71,이레전자산업,045310.KQ
72,이론테크,034980.KQ
73,이롬텍,045400.KQ
74,이앤텍,047450.KQ
75,익산,023710.KQ
76,일신,012540.KQ
77,제네시스,052640.KQ
78,조이토토,044370.KQ
79,중앙디자인,030030.KQ
80,지노시스템,033850.KQ
81,지디코프,036610.KQ
82,지앤알,043630.KQ
83,지에스엔텍,037640.KQ
84,지엔텍홀딩스,065410.KQ
85,챌린지성장2,035680.KQ
86,카카오M,016170.KQ
87,태평양금속,011920.KQ
88,트라이콤,038410.KQ
89,트윈스챌린지펀드,034350.KQ
90,팬텀엔터그룹,025460.KQ
91,퓨쳐인포넷,058690.KQ
92,플래닛82,057330.KQ
93,플래티넘성2-MF,044740.KQ
94,하림홀딩스,024660.KQ
95,한국4호스팩,240540.KQ
96,한국제5호스팩,271740.KQ
97,한국종합철관,014340.KQ
98,한국체인,012350.KQ
99,한국화이바,007850.KQ
100,한림창투,021060.KQ
101,한아시스템,036020.KQ
102,한일제관,026950.KQ
103,한컴지엠디,077280.KQ
104,한통엠닷컴,030700.KQ
105,희훈디앤지,019640.KQ
106,CJ프레시웨이,051500.KQ
107,CSA 코스믹,083660.KQ
108,EDGC,245620.KQ
109,GH신소재,130500.KQ
110,GST,083450.KQ
111,GS홈쇼핑,028150.KQ
112,JW신약,067290.KQ
113,KB오토시스,024120.KQ
114,KG모빌리언스,046440.KQ
115,SK5호스팩,337450.KQ
116,SK6호스팩,340350.KQ
117,THE E&M,089230.KQ
118,TJ미디어,032540.KQ
119,YW,051390.KQ
120,갤럭시아컴즈,094480.KQ
121,경남바이오파마,044480.KQ
122,경창산업,024910.KQ
123,고려시멘트,198440.KQ
124,골프존,215000.KQ
125,교보8호스팩,307280.KQ
126,국순당,043650.KQ
127,그리티,204020.KQ
128,나노브릭,286750.KQ
129,나스미디어,089600.KQ
130,네오티스,085910.KQ
131,네이처셀,007390.KQ
132,녹십자셀,031390.KQ
133,뉴인텍,012340.KQ
134,뉴프렉스,085670.KQ
135,대봉엘에스,078140.KQ
136,대유에이피,290120.KQ
137,대주산업,003310.KQ
138,대한약품,023910.KQ
139,동구바이오제약,006620.KQ
140,동방선기,099410.KQ
141,두올산업,078590.KQ
142,디알젬,263690.KQ
143,디에이피,066900.KQ
144,디엔에이링크,127120.KQ
145,디엔에프,092070.KQ
146,디오,039840.KQ
147,디지틀조선,033130.KQ
148,디케이앤디,263020.KQ
149,라이트론,069540.KQ
150,루미마이크로,082800.KQ
151,룽투코리아,060240.KQ
152,링크제니시스,219420.KQ
153,매일홀딩스,005990.KQ
154,메디톡스,086900.KQ
155,메탈라이프,327260.KQ
156,모베이스전자,012860.KQ
157,모비스,250060.KQ
158,모트렉스,118990.KQ
159,미래생명자원,218150.KQ
160,미스터블루,207760.KQ
161,바디텍메드,206640.KQ
162,바이넥스,053030.KQ
163,브이티지엠피,018290.KQ
164,삼보판지,023600.KQ
165,삼본전자,111870.KQ
166,삼아제약,009300.KQ
167,상지카일룸,042940.KQ
168,서암기계공업,100660.KQ
169,성창오토텍,080470.KQ
170,세보엠이씨,011560.KQ
171,세종메디칼,258830.KQ
172,세코닉스,053450.KQ
173,센트럴바이오,051980.KQ
174,셀루메드,049180.KQ
175,셀바스헬스케어,208370.KQ
176,스페코,013810.KQ
177,승일,049830.KQ
178,심텍,222800.KQ
179,싸이토젠,217330.KQ
180,씨유메디칼,115480.KQ
181,씨케이에이치,900120.KQ
182,아나패스,123860.KQ
183,아바텍,149950.KQ
184,아이센스,099190.KQ
185,아이씨디,040910.KQ
186,아이원스,114810.KQ
187,아이즈비전,031310.KQ
188,아이티센,124500.KQ
189,알리코제약,260660.KQ
190,알에프세미,096610.KQ
191,알에프텍,061040.KQ
192,알테오젠,196170.KQ
193,에스아이리소스,065420.KQ
194,에스에프씨,112240.KQ
195,에쎈테크,043340.KQ
196,에이루트,096690.KQ
197,에이티넘인베스트,021080.KQ
198,에코프로비엠,247540.KQ
199,엑세스바이오,950130.KQ
200,엑시콘,092870.KQ
201,엔터메이트,206400.KQ
202,엔피케이,048830.KQ
203,엘앤케이바이오,156100.KQ
204,엠게임,058630.KQ
205,엠벤처투자,019590.KQ
206,엠씨넥스,097520.KQ
207,영화테크,265560.KQ
208,오공,045060.KQ
209,오픈베이스,049480.KQ
210,옵티시스,109080.KQ
211,와이오엠,066430.KQ
212,와이지-원,019210.KQ
213,우리바이오,082850.KQ
214,원익QnC,074600.KQ
215,원익큐브,014190.KQ
216,원풍물산,008290.KQ
217,웨이브일렉트로,095270.KQ
218,웰크론,065950.KQ
219,위세아이텍,065370.KQ
220,위지트,036090.KQ
221,유니온커뮤니티,203450.KQ
222,유니테크노,241690.KQ
223,유신,054930.KQ
224,유안타제5호스팩,336060.KQ
225,유진스팩5호,331380.KQ
226,유진테크,084370.KQ
227,유티아이,179900.KQ
228,이스트소프트,047560.KQ
229,이엠넷,123570.KQ
230,이엠코리아,095190.KQ
231,이지웰,090850.KQ
232,인베니아,079950.KQ
233,인텍플러스,064290.KQ
234,자이글,234920.KQ
235,정상제이엘에스,040420.KQ
236,제우스,079370.KQ
237,제이엠티,094970.KQ
238,제이웨이,058420.KQ
239,제일제강,023440.KQ
240,제주반도체,080220.KQ
241,젬백스,082270.KQ
242,조아제약,034940.KQ
243,주성엔지니어링,036930.KQ
244,지엔씨에너지,119850.KQ
245,지엔코,065060.KQ
246,캐스텍코리아,071850.KQ
247,케이비제20호스팩,342550.KQ
248,케이피엠테크,042040.KQ
249,케이피티유,054410.KQ
250,켄코아에어로스페이스,274090.KQ
251,코렌,078650.KQ
252,코스온,069110.KQ
253,코썬바이오,204990.KQ
254,코프라,126600.KQ
255,키네마스터,139670.KQ
256,토탈소프트,045340.KQ
257,트루윈,105550.KQ
258,특수건설,026150.KQ
259,티앤알바이오팹,246710.KQ
260,티에스이,131290.KQ
261,파세코,037070.KQ
262,파커스,065690.KQ
263,판타지오,032800.KQ
264,패션플랫폼,225590.KQ
265,푸드웰,005670.KQ
266,프로스테믹스,203690.KQ
267,피델릭스,032580.KQ
268,피에스엠씨,024850.KQ
269,하나금융15호스팩,341160.KQ
270,하이즈항공,221840.KQ
271,한국맥널티,222980.KQ
272,한국전자금융,063570.KQ
273,한국코퍼레이션,050540.KQ
274,한솔인티큐브,070590.KQ
275,한양디지텍,078350.KQ
276,한일진공,123840.KQ
277,한일화학,007770.KQ
278,한컴MDS,086960.KQ
279,한화에이스스팩4호,279410.KQ
280,해마로푸드서비스,220630.KQ
281,화성밸브,039610.KQ
282,화이브라더스코리아,204630.KQ
283,휴맥스,115160.KQ
284,CJ프론티어,039720.KQ
285,CT&T,050470.KQ
286,IDH,026230.KQ
287,JH코오스,065310.KQ
288,JS,037110.KQ
289,SIMPAC Metal,090730.KQ
290,SK3호스팩,232330.KQ
291,광일,023920.KQ
292,나노하이텍,071360.KQ
293,나리지*온,036850.KQ
294,넥서스투자,019430.KQ
295,다다,023140.KQ
296,다임채권형일,044750.KQ
297,대동금고,007090.KQ
298,대백저축은행,026970.KQ
299,대신석유,007930.KQ
300,대아건설,000380.KQ
301,대양글로벌,040180.KQ
302,대흥멀티통신,037250.KQ
303,동방라이텍,025690.KQ
304,동방전자,004480.KQ
305,동양기공,018720.KQ
306,동양매직,023020.KQ
307,두림티앤씨,033330.KQ
308,리젠트성장1,036970.KQ
309,마이다스자산배분형일,035880.KQ
310,마이다스테3,040520.KQ
311,마이다스하전,039920.KQ
312,모보,051810.KQ
313,미래아이티1,039220.KQ
314,미래에셋드림이호펀드,034960.KQ
315,미래에셋프리미어혼합,063680.KQ
316,미래하이3,040270.KQ
317,보성인터,033300.KQ
318,비락,003700.KQ
319,산양전기,079870.KQ
320,삼덕제지,000550.KQ
321,삼목강업,158380.KQ
322,삼성다이나믹증권투자,034260.KQ
323,삼협개발,008010.KQ
324,삼호건설,004520.KQ
325,선우중공업,068770.KQ
326,선팩테크,054010.KQ
327,소프트윈,049790.KQ
328,시큐어소프트,037060.KQ
329,신민저축은행,031920.KQ
330,신원금속,026900.KQ
331,신한캐피탈,023780.KQ
332,쌍용건설,012650.KQ
333,쎄라텍,041550.KQ
334,씨그널엔터테인먼트그룹,099830.KQ
335,씨엔씨엔터,038420.KQ
336,아이스테이션,056010.KQ
337,아큐텍,013780.KQ
338,액티투오,047710.KQ
339,야호,059720.KQ
340,에이스일렉,038690.KQ
341,엔터미디어,068420.KQ
342,엠씨티티코어,052210.KQ
343,오브제,058680.KQ
344,유니텍전자,039040.KQ
345,유리배분일,037530.KQ
346,유리크레디트회사채혼,051990.KQ
347,유진스팩3호,221200.KQ
348,으뜸저축은행,032150.KQ
349,이베스트스팩3호,225440.KQ
350,인베스티움사파이어전,034330.KQ
351,자유투어,046840.KQ
352,잘만테크,090120.KQ
353,제이테크놀로지,035480.KQ
354,제일곡산,011890.KQ
355,지디,155960.KQ
356,청람디지탈,035270.KQ
357,카라반케이디이,032570.KQ
358,케이비제8호스팩,222390.KQ
359,케이에스알,066340.KQ
360,케이엔티,036590.KQ
361,케이티씨텔레콤,055810.KQ
362,큐리어스,045050.KQ
363,택산아이엔씨,036900.KQ
364,티이씨,067950.KQ
365,평안물산,037240.KQ
366,포휴먼,049690.KQ
367,피죤,002750.KQ
368,피코소프트,039580.KQ
369,하나머스트3호스팩,208870.KQ
370,한국코인,007560.KQ
371,한마음저축은행,025450.KQ
372,한빛네트,036720.KQ
373,한빛전자통신,044570.KQ
374,한영전자,008860.KQ
375,한일,022610.KQ
376,한화SV스팩1호,124050.KQ
377,한화에이스스팩3호,264290.KQ
378,해원에스티,058480.KQ
379,현주컴퓨터,038960.KQ
380,APS홀딩스,054620.KQ
381,CJ ENM,035760.KQ
382,CMG제약,058820.KQ
383,CS,065770.KQ
384,EG,037370.KQ
385,HRS,036640.KQ
386,KJ프리텍,083470.KQ
387,KMH,122450.KQ
388,MP그룹,065150.KQ
389,NICE평가정보,030190.KQ
390,PN풍년,024940.KQ
391,SCI평가정보,036120.KQ
392,SM C&C,048550.KQ
393,SNK,950180.KQ
394,감마누,192410.KQ
395,게임빌,063080.KQ
396,광림,014200.KQ
397,국영지앤엠,006050.KQ
398,나노엔텍,039860.KQ
399,나이벡,138610.KQ
400,남화토건,091590.KQ
401,넥스턴,089140.KQ
402,넵튠,217270.KQ
403,노바렉스,194700.KQ
404,누리텔레콤,040160.KQ
405,뉴지랩,214870.KQ
406,뉴파워프라즈마,144960.KQ
407,대성파인텍,104040.KQ
408,대아티아이,045390.KQ
409,대주전자재료,078600.KQ
410,대창솔루션,096350.KQ
411,덕산네오룩스,213420.KQ
412,데브시스터즈,194480.KQ
413,동국제약,086450.KQ
414,동아엘텍,088130.KQ
415,디알텍,214680.KQ
416,디엠티,134580.KQ
417,딜리,131180.KQ
418,라이브플렉스,050120.KQ
419,럭슬,033600.KQ
420,레드로버,060300.KQ
421,레드캡투어,038390.KQ
422,레이언스,228850.KQ
423,로보로보,215100.KQ
424,머큐리,100590.KQ
425,메디앙스,014100.KQ
426,메디포럼제약,047920.KQ
427,메이슨캐피탈,021880.KQ
428,메타바이오메드,059210.KQ
429,모두투어,080160.KQ
430,무림SP,001810.KQ
431,미래에셋대우스팩3호,328380.KQ
432,미래에셋벤처투자,100790.KQ
433,미코,059090.KQ
434,버킷스튜디오,066410.KQ
435,부스타,008470.KQ
436,비덴트,121800.KQ
437,비즈니스온,138580.KQ
438,비트컴퓨터,032850.KQ
439,사람인에이치알,143240.KQ
440,삼륭물산,014970.KQ
441,삼양옵틱스,225190.KQ
442,삼영이엔씨,065570.KQ
443,삼일,032280.KQ
444,삼일기업공사,002290.KQ
445,삼지전자,037460.KQ
446,삼진,032750.KQ
447,삼화네트웍스,046390.KQ
448,상신이디피,091580.KQ
449,서린바이오,038070.KQ
450,서울바이오시스,092190.KQ
451,서호전기,065710.KQ
452,성우하이텍,015750.KQ
453,세경하이테크,148150.KQ
454,세명전기,017510.KQ
455,손오공,066910.KQ
456,솔루에타,154040.KQ
457,수성,084180.KQ
458,슈펙스비앤피,058530.KQ
459,슈프리마,236200.KQ
460,신라에스지,025870.KQ
461,신라젠,215600.KQ
462,신영스팩5호,323280.KQ
463,신한제4호스팩,277480.KQ
464,아가방컴퍼니,013990.KQ
465,아모텍,052710.KQ
466,아미코젠,092040.KQ
467,아이에이,038880.KQ
468,아이오케이,078860.KQ
469,아이티엠반도체,084850.KQ
470,액트로,290740.KQ
471,앱클론,174900.KQ
472,에스에스알,275630.KQ
473,에스제이그룹,306040.KQ
474,에스티팜,237690.KQ
475,에이치엘비,028300.KQ
476,에이프런티어,036180.KQ
477,에코마이스터,064510.KQ
478,에프알텍,073540.KQ
479,에프에스티,036810.KQ
480,엑스큐어,070300.KQ
481,엔에이치스팩12호,273060.KQ
482,엔에이치스팩14호,319400.KQ
483,엔지켐생명과학,183490.KQ
484,엔케이맥스,182400.KQ
485,연우,115960.KQ
486,영신금속,007530.KQ
487,예림당,036000.KQ
488,오르비텍,046120.KQ
